type,object,field,message
unused,8052,onview,"Object description has field onview, but that field was not selected for export"
unused,8052,width,"Object description has field width, but that field was not selected for export"
unused,8052,height,"Object description has field height, but that field was not selected for export"
missing,8052,copyright,Object is missing a required field copyright
missing,8052,classification,Object is missing a required field classification
missing,8052,bibliography1,Object is missing a required field bibliography1
unused,8053,onview,"Object description has field onview, but that field was not selected for export"
unused,8053,width,"Object description has field width, but that field was not selected for export"
unused,8053,height,"Object description has field height, but that field was not selected for export"
missing,8053,copyright,Object is missing a required field copyright
missing,8053,classification,Object is missing a required field classification
missing,8053,bibliography1,Object is missing a required field bibliography1
unused,8062,onview,"Object description has field onview, but that field was not selected for export"
unused,8062,width,"Object description has field width, but that field was not selected for export"
unused,8062,height,"Object description has field height, but that field was not selected for export"
missing,8062,copyright,Object is missing a required field copyright
missing,8062,classification,Object is missing a required field classification
unused,8063,onview,"Object description has field onview, but that field was not selected for export"
unused,8063,width,"Object description has field width, but that field was not selected for export"
unused,8063,height,"Object description has field height, but that field was not selected for export"
missing,8063,copyright,Object is missing a required field copyright
missing,8063,classification,Object is missing a required field classification
unused,8067,onview,"Object description has field onview, but that field was not selected for export"
unused,8067,width,"Object description has field width, but that field was not selected for export"
unused,8067,height,"Object description has field height, but that field was not selected for export"
missing,8067,copyright,Object is missing a required field copyright
missing,8067,classification,Object is missing a required field classification
unused,8068,onview,"Object description has field onview, but that field was not selected for export"
unused,8068,width,"Object description has field width, but that field was not selected for export"
unused,8068,height,"Object description has field height, but that field was not selected for export"
missing,8068,copyright,Object is missing a required field copyright
missing,8068,classification,Object is missing a required field classification
unused,6206,onview,"Object description has field onview, but that field was not selected for export"
unused,6206,depth,"Object description has field depth, but that field was not selected for export"
unused,6206,height,"Object description has field height, but that field was not selected for export"
missing,6206,copyright,Object is missing a required field copyright
missing,6206,classification,Object is missing a required field classification
missing,6206,bibliography1,Object is missing a required field bibliography1
unused,6207,onview,"Object description has field onview, but that field was not selected for export"
unused,6207,depth,"Object description has field depth, but that field was not selected for export"
unused,6207,height,"Object description has field height, but that field was not selected for export"
missing,6207,copyright,Object is missing a required field copyright
missing,6207,classification,Object is missing a required field classification
missing,6207,bibliography1,Object is missing a required field bibliography1
unused,5604,onview,"Object description has field onview, but that field was not selected for export"
unused,5604,depth,"Object description has field depth, but that field was not selected for export"
unused,5604,height,"Object description has field height, but that field was not selected for export"
missing,5604,copyright,Object is missing a required field copyright
missing,5604,classification,Object is missing a required field classification
missing,5604,bibliography1,Object is missing a required field bibliography1
unused,5897,onview,"Object description has field onview, but that field was not selected for export"
unused,5897,width,"Object description has field width, but that field was not selected for export"
unused,5897,height,"Object description has field height, but that field was not selected for export"
missing,5897,copyright,Object is missing a required field copyright
missing,5897,classification,Object is missing a required field classification
unused,7387,onview,"Object description has field onview, but that field was not selected for export"
unused,7387,width,"Object description has field width, but that field was not selected for export"
unused,7387,height,"Object description has field height, but that field was not selected for export"
missing,7387,copyright,Object is missing a required field copyright
missing,7387,classification,Object is missing a required field classification
missing,7387,bibliography1,Object is missing a required field bibliography1
unused,7388,onview,"Object description has field onview, but that field was not selected for export"
unused,7388,width,"Object description has field width, but that field was not selected for export"
unused,7388,height,"Object description has field height, but that field was not selected for export"
missing,7388,copyright,Object is missing a required field copyright
missing,7388,classification,Object is missing a required field classification
missing,7388,bibliography1,Object is missing a required field bibliography1
unused,10474,onview,"Object description has field onview, but that field was not selected for export"
unused,10474,depth,"Object description has field depth, but that field was not selected for export"
unused,10474,height,"Object description has field height, but that field was not selected for export"
missing,10474,copyright,Object is missing a required field copyright
missing,10474,classification,Object is missing a required field classification
unused,8057,onview,"Object description has field onview, but that field was not selected for export"
unused,8057,depth,"Object description has field depth, but that field was not selected for export"
unused,8057,height,"Object description has field height, but that field was not selected for export"
missing,8057,copyright,Object is missing a required field copyright
missing,8057,classification,Object is missing a required field classification
unused,5964,onview,"Object description has field onview, but that field was not selected for export"
unused,5964,depth,"Object description has field depth, but that field was not selected for export"
unused,5964,height,"Object description has field height, but that field was not selected for export"
missing,5964,copyright,Object is missing a required field copyright
missing,5964,classification,Object is missing a required field classification
missing,5964,bibliography1,Object is missing a required field bibliography1
unused,5966,onview,"Object description has field onview, but that field was not selected for export"
unused,5966,width,"Object description has field width, but that field was not selected for export"
unused,5966,height,"Object description has field height, but that field was not selected for export"
missing,5966,copyright,Object is missing a required field copyright
missing,5966,classification,Object is missing a required field classification
missing,5966,bibliography1,Object is missing a required field bibliography1
unused,6234,depth,"Object description has field depth, but that field was not selected for export"
unused,6234,height,"Object description has field height, but that field was not selected for export"
missing,6234,copyright,Object is missing a required field copyright
missing,6234,classification,Object is missing a required field classification
unused,7391,onview,"Object description has field onview, but that field was not selected for export"
unused,7391,width,"Object description has field width, but that field was not selected for export"
unused,7391,height,"Object description has field height, but that field was not selected for export"
missing,7391,copyright,Object is missing a required field copyright
missing,7391,classification,Object is missing a required field classification
missing,7391,bibliography1,Object is missing a required field bibliography1
unused,4805,onview,"Object description has field onview, but that field was not selected for export"
unused,4805,depth,"Object description has field depth, but that field was not selected for export"
unused,4805,height,"Object description has field height, but that field was not selected for export"
missing,4805,copyright,Object is missing a required field copyright
missing,4805,classification,Object is missing a required field classification
missing,4805,bibliography1,Object is missing a required field bibliography1
unused,4841,onview,"Object description has field onview, but that field was not selected for export"
unused,4841,depth,"Object description has field depth, but that field was not selected for export"
unused,4841,height,"Object description has field height, but that field was not selected for export"
missing,4841,copyright,Object is missing a required field copyright
missing,4841,classification,Object is missing a required field classification
missing,4841,bibliography1,Object is missing a required field bibliography1
unused,4897,onview,"Object description has field onview, but that field was not selected for export"
unused,4897,depth,"Object description has field depth, but that field was not selected for export"
unused,4897,height,"Object description has field height, but that field was not selected for export"
missing,4897,copyright,Object is missing a required field copyright
missing,4897,classification,Object is missing a required field classification
missing,4897,bibliography1,Object is missing a required field bibliography1
unused,4898,onview,"Object description has field onview, but that field was not selected for export"
unused,4898,depth,"Object description has field depth, but that field was not selected for export"
unused,4898,height,"Object description has field height, but that field was not selected for export"
missing,4898,copyright,Object is missing a required field copyright
missing,4898,classification,Object is missing a required field classification
missing,4898,bibliography1,Object is missing a required field bibliography1
unused,5599,onview,"Object description has field onview, but that field was not selected for export"
unused,5599,depth,"Object description has field depth, but that field was not selected for export"
unused,5599,height,"Object description has field height, but that field was not selected for export"
missing,5599,copyright,Object is missing a required field copyright
missing,5599,classification,Object is missing a required field classification
missing,5599,bibliography1,Object is missing a required field bibliography1
unused,5611,onview,"Object description has field onview, but that field was not selected for export"
unused,5611,depth,"Object description has field depth, but that field was not selected for export"
unused,5611,height,"Object description has field height, but that field was not selected for export"
missing,5611,copyright,Object is missing a required field copyright
missing,5611,classification,Object is missing a required field classification
missing,5611,bibliography1,Object is missing a required field bibliography1
unused,6214,onview,"Object description has field onview, but that field was not selected for export"
unused,6214,width,"Object description has field width, but that field was not selected for export"
unused,6214,height,"Object description has field height, but that field was not selected for export"
missing,6214,copyright,Object is missing a required field copyright
missing,6214,classification,Object is missing a required field classification
missing,6214,bibliography1,Object is missing a required field bibliography1
unused,7051,depth,"Object description has field depth, but that field was not selected for export"
unused,7051,height,"Object description has field height, but that field was not selected for export"
missing,7051,copyright,Object is missing a required field copyright
missing,7051,classification,Object is missing a required field classification
missing,7051,bibliography1,Object is missing a required field bibliography1
unused,7110,depth,"Object description has field depth, but that field was not selected for export"
unused,7110,height,"Object description has field height, but that field was not selected for export"
missing,7110,copyright,Object is missing a required field copyright
missing,7110,classification,Object is missing a required field classification
missing,7110,bibliography1,Object is missing a required field bibliography1
unused,7309,depth,"Object description has field depth, but that field was not selected for export"
unused,7309,height,"Object description has field height, but that field was not selected for export"
missing,7309,copyright,Object is missing a required field copyright
missing,7309,classification,Object is missing a required field classification
missing,7309,bibliography1,Object is missing a required field bibliography1
unused,7406,onview,"Object description has field onview, but that field was not selected for export"
unused,7406,width,"Object description has field width, but that field was not selected for export"
unused,7406,height,"Object description has field height, but that field was not selected for export"
missing,7406,copyright,Object is missing a required field copyright
missing,7406,classification,Object is missing a required field classification
missing,7406,bibliography1,Object is missing a required field bibliography1
unused,7407,onview,"Object description has field onview, but that field was not selected for export"
unused,7407,depth,"Object description has field depth, but that field was not selected for export"
unused,7407,height,"Object description has field height, but that field was not selected for export"
missing,7407,copyright,Object is missing a required field copyright
missing,7407,classification,Object is missing a required field classification
missing,7407,bibliography1,Object is missing a required field bibliography1
unused,7437,depth,"Object description has field depth, but that field was not selected for export"
unused,7437,height,"Object description has field height, but that field was not selected for export"
missing,7437,copyright,Object is missing a required field copyright
missing,7437,classification,Object is missing a required field classification
missing,7437,bibliography1,Object is missing a required field bibliography1
unused,7442,depth,"Object description has field depth, but that field was not selected for export"
unused,7442,height,"Object description has field height, but that field was not selected for export"
missing,7442,copyright,Object is missing a required field copyright
missing,7442,classification,Object is missing a required field classification
missing,7442,bibliography1,Object is missing a required field bibliography1
unused,7634,onview,"Object description has field onview, but that field was not selected for export"
unused,7634,depth,"Object description has field depth, but that field was not selected for export"
unused,7634,height,"Object description has field height, but that field was not selected for export"
missing,7634,copyright,Object is missing a required field copyright
missing,7634,classification,Object is missing a required field classification
missing,7634,bibliography1,Object is missing a required field bibliography1
unused,7847,onview,"Object description has field onview, but that field was not selected for export"
unused,7847,width,"Object description has field width, but that field was not selected for export"
unused,7847,height,"Object description has field height, but that field was not selected for export"
missing,7847,copyright,Object is missing a required field copyright
missing,7847,classification,Object is missing a required field classification
missing,7847,bibliography1,Object is missing a required field bibliography1
unused,7931,depth,"Object description has field depth, but that field was not selected for export"
unused,7931,height,"Object description has field height, but that field was not selected for export"
missing,7931,copyright,Object is missing a required field copyright
missing,7931,classification,Object is missing a required field classification
missing,7931,bibliography1,Object is missing a required field bibliography1
unused,7967,depth,"Object description has field depth, but that field was not selected for export"
unused,7967,height,"Object description has field height, but that field was not selected for export"
missing,7967,copyright,Object is missing a required field copyright
missing,7967,classification,Object is missing a required field classification
unused,7968,depth,"Object description has field depth, but that field was not selected for export"
unused,7968,width,"Object description has field width, but that field was not selected for export"
unused,7968,height,"Object description has field height, but that field was not selected for export"
missing,7968,copyright,Object is missing a required field copyright
missing,7968,classification,Object is missing a required field classification
unused,5493,depth,"Object description has field depth, but that field was not selected for export"
unused,5493,height,"Object description has field height, but that field was not selected for export"
missing,5493,copyright,Object is missing a required field copyright
missing,5493,bibliography1,Object is missing a required field bibliography1
unused,4930,onview,"Object description has field onview, but that field was not selected for export"
unused,4930,width,"Object description has field width, but that field was not selected for export"
unused,4930,height,"Object description has field height, but that field was not selected for export"
missing,4930,copyright,Object is missing a required field copyright
missing,4930,classification,Object is missing a required field classification
missing,4930,bibliography1,Object is missing a required field bibliography1
unused,4931,onview,"Object description has field onview, but that field was not selected for export"
unused,4931,width,"Object description has field width, but that field was not selected for export"
unused,4931,height,"Object description has field height, but that field was not selected for export"
missing,4931,copyright,Object is missing a required field copyright
missing,4931,classification,Object is missing a required field classification
missing,4931,bibliography1,Object is missing a required field bibliography1
unused,5985,depth,"Object description has field depth, but that field was not selected for export"
unused,5985,height,"Object description has field height, but that field was not selected for export"
missing,5985,copyright,Object is missing a required field copyright
missing,5985,classification,Object is missing a required field classification
missing,5985,bibliography1,Object is missing a required field bibliography1
unused,5986,depth,"Object description has field depth, but that field was not selected for export"
unused,5986,height,"Object description has field height, but that field was not selected for export"
missing,5986,copyright,Object is missing a required field copyright
missing,5986,classification,Object is missing a required field classification
missing,5986,bibliography1,Object is missing a required field bibliography1
unused,6198,onview,"Object description has field onview, but that field was not selected for export"
unused,6198,width,"Object description has field width, but that field was not selected for export"
unused,6198,height,"Object description has field height, but that field was not selected for export"
missing,6198,copyright,Object is missing a required field copyright
missing,6198,classification,Object is missing a required field classification
missing,6198,bibliography1,Object is missing a required field bibliography1
unused,6235,depth,"Object description has field depth, but that field was not selected for export"
unused,6235,height,"Object description has field height, but that field was not selected for export"
missing,6235,copyright,Object is missing a required field copyright
missing,6235,classification,Object is missing a required field classification
unused,6236,width,"Object description has field width, but that field was not selected for export"
unused,6236,height,"Object description has field height, but that field was not selected for export"
missing,6236,copyright,Object is missing a required field copyright
missing,6236,classification,Object is missing a required field classification
unused,6246,width,"Object description has field width, but that field was not selected for export"
unused,6246,height,"Object description has field height, but that field was not selected for export"
missing,6246,copyright,Object is missing a required field copyright
missing,6246,classification,Object is missing a required field classification
missing,6246,bibliography1,Object is missing a required field bibliography1
unused,6247,depth,"Object description has field depth, but that field was not selected for export"
unused,6247,height,"Object description has field height, but that field was not selected for export"
missing,6247,copyright,Object is missing a required field copyright
missing,6247,classification,Object is missing a required field classification
unused,7195,depth,"Object description has field depth, but that field was not selected for export"
unused,7195,height,"Object description has field height, but that field was not selected for export"
missing,7195,copyright,Object is missing a required field copyright
missing,7195,classification,Object is missing a required field classification
missing,7195,bibliography1,Object is missing a required field bibliography1
unused,7673,onview,"Object description has field onview, but that field was not selected for export"
unused,7673,depth,"Object description has field depth, but that field was not selected for export"
unused,7673,height,"Object description has field height, but that field was not selected for export"
missing,7673,copyright,Object is missing a required field copyright
missing,7673,classification,Object is missing a required field classification
missing,7673,bibliography1,Object is missing a required field bibliography1
unused,7978,depth,"Object description has field depth, but that field was not selected for export"
unused,7978,height,"Object description has field height, but that field was not selected for export"
missing,7978,copyright,Object is missing a required field copyright
missing,7978,classification,Object is missing a required field classification
missing,7978,bibliography1,Object is missing a required field bibliography1
unused,8064,onview,"Object description has field onview, but that field was not selected for export"
unused,8064,width,"Object description has field width, but that field was not selected for export"
unused,8064,height,"Object description has field height, but that field was not selected for export"
missing,8064,copyright,Object is missing a required field copyright
missing,8064,classification,Object is missing a required field classification
unused,8065,onview,"Object description has field onview, but that field was not selected for export"
unused,8065,width,"Object description has field width, but that field was not selected for export"
unused,8065,height,"Object description has field height, but that field was not selected for export"
missing,8065,copyright,Object is missing a required field copyright
missing,8065,classification,Object is missing a required field classification
unused,6254,width,"Object description has field width, but that field was not selected for export"
unused,6254,height,"Object description has field height, but that field was not selected for export"
missing,6254,copyright,Object is missing a required field copyright
missing,6254,classification,Object is missing a required field classification
missing,6254,bibliography1,Object is missing a required field bibliography1
unused,6255,width,"Object description has field width, but that field was not selected for export"
unused,6255,height,"Object description has field height, but that field was not selected for export"
missing,6255,copyright,Object is missing a required field copyright
missing,6255,classification,Object is missing a required field classification
missing,6255,bibliography1,Object is missing a required field bibliography1
unused,6260,depth,"Object description has field depth, but that field was not selected for export"
unused,6260,height,"Object description has field height, but that field was not selected for export"
missing,6260,copyright,Object is missing a required field copyright
missing,6260,classification,Object is missing a required field classification
missing,6260,bibliography1,Object is missing a required field bibliography1
unused,6261,depth,"Object description has field depth, but that field was not selected for export"
unused,6261,height,"Object description has field height, but that field was not selected for export"
missing,6261,copyright,Object is missing a required field copyright
missing,6261,classification,Object is missing a required field classification
missing,6261,bibliography1,Object is missing a required field bibliography1
unused,4988,onview,"Object description has field onview, but that field was not selected for export"
unused,4988,depth,"Object description has field depth, but that field was not selected for export"
unused,4988,height,"Object description has field height, but that field was not selected for export"
missing,4988,copyright,Object is missing a required field copyright
missing,4988,bibliography1,Object is missing a required field bibliography1
unused,4691,onview,"Object description has field onview, but that field was not selected for export"
unused,4691,depth,"Object description has field depth, but that field was not selected for export"
missing,4691,copyright,Object is missing a required field copyright
unused,3046,creditline,"Object description has field creditline, but that field was not selected for export"
unused,3046,depth,"Object description has field depth, but that field was not selected for export"
missing,3046,copyright,Object is missing a required field copyright
unused,3248,depth,"Object description has field depth, but that field was not selected for export"
missing,3248,copyright,Object is missing a required field copyright
missing,3248,bibliography1,Object is missing a required field bibliography1
unused,4755,depth,"Object description has field depth, but that field was not selected for export"
missing,4755,copyright,Object is missing a required field copyright
unused,8092,depth,"Object description has field depth, but that field was not selected for export"
unused,8092,height,"Object description has field height, but that field was not selected for export"
missing,8092,copyright,Object is missing a required field copyright
missing,8092,classification,Object is missing a required field classification
missing,8092,bibliography1,Object is missing a required field bibliography1
unused,5056,depth,"Object description has field depth, but that field was not selected for export"
unused,5056,width,"Object description has field width, but that field was not selected for export"
unused,5056,height,"Object description has field height, but that field was not selected for export"
missing,5056,copyright,Object is missing a required field copyright
missing,5056,bibliography1,Object is missing a required field bibliography1
unused,5489,depth,"Object description has field depth, but that field was not selected for export"
unused,5489,height,"Object description has field height, but that field was not selected for export"
missing,5489,copyright,Object is missing a required field copyright
unused,5716,depth,"Object description has field depth, but that field was not selected for export"
unused,5716,height,"Object description has field height, but that field was not selected for export"
missing,5716,copyright,Object is missing a required field copyright
unused,6813,depth,"Object description has field depth, but that field was not selected for export"
missing,6813,copyright,Object is missing a required field copyright
missing,6813,bibliography1,Object is missing a required field bibliography1
unused,6448,depth,"Object description has field depth, but that field was not selected for export"
unused,6448,height,"Object description has field height, but that field was not selected for export"
missing,6448,copyright,Object is missing a required field copyright
missing,6448,bibliography1,Object is missing a required field bibliography1
unused,6449,depth,"Object description has field depth, but that field was not selected for export"
unused,6449,height,"Object description has field height, but that field was not selected for export"
missing,6449,copyright,Object is missing a required field copyright
missing,6449,bibliography1,Object is missing a required field bibliography1
unused,6444,depth,"Object description has field depth, but that field was not selected for export"
unused,6444,height,"Object description has field height, but that field was not selected for export"
missing,6444,copyright,Object is missing a required field copyright
missing,6444,bibliography1,Object is missing a required field bibliography1
unused,7990,depth,"Object description has field depth, but that field was not selected for export"
unused,4723,onview,"Object description has field onview, but that field was not selected for export"
unused,4723,depth,"Object description has field depth, but that field was not selected for export"
missing,4723,copyright,Object is missing a required field copyright
unused,7415,onview,"Object description has field onview, but that field was not selected for export"
unused,7415,depth,"Object description has field depth, but that field was not selected for export"
unused,7415,height,"Object description has field height, but that field was not selected for export"
missing,7415,copyright,Object is missing a required field copyright
missing,7415,classification,Object is missing a required field classification
missing,7415,bibliography1,Object is missing a required field bibliography1
unused,6063,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6063,depth,"Object description has field depth, but that field was not selected for export"
missing,6063,copyright,Object is missing a required field copyright
unused,7877,depth,"Object description has field depth, but that field was not selected for export"
unused,7877,height,"Object description has field height, but that field was not selected for export"
missing,7877,copyright,Object is missing a required field copyright
unused,6595,depth,"Object description has field depth, but that field was not selected for export"
missing,6595,copyright,Object is missing a required field copyright
missing,6595,bibliography1,Object is missing a required field bibliography1
unused,6596,depth,"Object description has field depth, but that field was not selected for export"
missing,6596,copyright,Object is missing a required field copyright
missing,6596,bibliography1,Object is missing a required field bibliography1
unused,7896,depth,"Object description has field depth, but that field was not selected for export"
unused,7896,height,"Object description has field height, but that field was not selected for export"
missing,7896,copyright,Object is missing a required field copyright
unused,5833,onview,"Object description has field onview, but that field was not selected for export"
unused,5833,depth,"Object description has field depth, but that field was not selected for export"
missing,5833,copyright,Object is missing a required field copyright
missing,5833,bibliography1,Object is missing a required field bibliography1
unused,5796,onview,"Object description has field onview, but that field was not selected for export"
unused,5796,depth,"Object description has field depth, but that field was not selected for export"
missing,5796,copyright,Object is missing a required field copyright
unused,6981,depth,"Object description has field depth, but that field was not selected for export"
missing,6981,copyright,Object is missing a required field copyright
unused,5775,depth,"Object description has field depth, but that field was not selected for export"
missing,5775,copyright,Object is missing a required field copyright
unused,6528,depth,"Object description has field depth, but that field was not selected for export"
missing,6528,copyright,Object is missing a required field copyright
unused,4807,onview,"Object description has field onview, but that field was not selected for export"
unused,4807,depth,"Object description has field depth, but that field was not selected for export"
unused,4807,height,"Object description has field height, but that field was not selected for export"
missing,4807,copyright,Object is missing a required field copyright
missing,4807,classification,Object is missing a required field classification
missing,4807,bibliography1,Object is missing a required field bibliography1
unused,7661,onview,"Object description has field onview, but that field was not selected for export"
unused,7661,depth,"Object description has field depth, but that field was not selected for export"
unused,7661,height,"Object description has field height, but that field was not selected for export"
missing,7661,copyright,Object is missing a required field copyright
missing,7661,classification,Object is missing a required field classification
unused,4972,onview,"Object description has field onview, but that field was not selected for export"
unused,4972,depth,"Object description has field depth, but that field was not selected for export"
unused,4972,height,"Object description has field height, but that field was not selected for export"
missing,4972,copyright,Object is missing a required field copyright
missing,4972,classification,Object is missing a required field classification
unused,7070,width,"Object description has field width, but that field was not selected for export"
unused,7070,height,"Object description has field height, but that field was not selected for export"
missing,7070,copyright,Object is missing a required field copyright
missing,7070,classification,Object is missing a required field classification
missing,7070,bibliography1,Object is missing a required field bibliography1
unused,7417,onview,"Object description has field onview, but that field was not selected for export"
unused,7417,width,"Object description has field width, but that field was not selected for export"
unused,7417,height,"Object description has field height, but that field was not selected for export"
missing,7417,copyright,Object is missing a required field copyright
missing,7417,classification,Object is missing a required field classification
missing,7417,bibliography1,Object is missing a required field bibliography1
unused,7419,onview,"Object description has field onview, but that field was not selected for export"
unused,7419,width,"Object description has field width, but that field was not selected for export"
unused,7419,height,"Object description has field height, but that field was not selected for export"
missing,7419,copyright,Object is missing a required field copyright
missing,7419,classification,Object is missing a required field classification
missing,7419,bibliography1,Object is missing a required field bibliography1
unused,4934,onview,"Object description has field onview, but that field was not selected for export"
unused,4934,width,"Object description has field width, but that field was not selected for export"
unused,4934,height,"Object description has field height, but that field was not selected for export"
missing,4934,copyright,Object is missing a required field copyright
missing,4934,classification,Object is missing a required field classification
missing,4934,bibliography1,Object is missing a required field bibliography1
unused,8010,onview,"Object description has field onview, but that field was not selected for export"
unused,8010,depth,"Object description has field depth, but that field was not selected for export"
unused,8010,height,"Object description has field height, but that field was not selected for export"
missing,8010,copyright,Object is missing a required field copyright
missing,8010,classification,Object is missing a required field classification
unused,8020,onview,"Object description has field onview, but that field was not selected for export"
unused,8020,width,"Object description has field width, but that field was not selected for export"
unused,8020,height,"Object description has field height, but that field was not selected for export"
missing,8020,copyright,Object is missing a required field copyright
missing,8020,classification,Object is missing a required field classification
missing,8020,bibliography1,Object is missing a required field bibliography1
unused,5110,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5110,depth,"Object description has field depth, but that field was not selected for export"
missing,5110,copyright,Object is missing a required field copyright
unused,6726,depth,"Object description has field depth, but that field was not selected for export"
unused,6726,height,"Object description has field height, but that field was not selected for export"
missing,6726,copyright,Object is missing a required field copyright
unused,6728,depth,"Object description has field depth, but that field was not selected for export"
unused,6728,height,"Object description has field height, but that field was not selected for export"
missing,6728,copyright,Object is missing a required field copyright
unused,6882,depth,"Object description has field depth, but that field was not selected for export"
unused,6882,height,"Object description has field height, but that field was not selected for export"
missing,6882,copyright,Object is missing a required field copyright
unused,6885,depth,"Object description has field depth, but that field was not selected for export"
unused,6885,height,"Object description has field height, but that field was not selected for export"
missing,6885,copyright,Object is missing a required field copyright
unused,7328,depth,"Object description has field depth, but that field was not selected for export"
unused,7328,height,"Object description has field height, but that field was not selected for export"
missing,7328,copyright,Object is missing a required field copyright
unused,7329,depth,"Object description has field depth, but that field was not selected for export"
unused,7329,height,"Object description has field height, but that field was not selected for export"
missing,7329,copyright,Object is missing a required field copyright
unused,7336,depth,"Object description has field depth, but that field was not selected for export"
unused,7336,height,"Object description has field height, but that field was not selected for export"
missing,7336,copyright,Object is missing a required field copyright
unused,7337,depth,"Object description has field depth, but that field was not selected for export"
unused,7337,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
unused,7337,height,"Object description has field height, but that field was not selected for export"
missing,7337,copyright,Object is missing a required field copyright
unused,7350,depth,"Object description has field depth, but that field was not selected for export"
unused,7350,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
unused,7350,height,"Object description has field height, but that field was not selected for export"
missing,7350,copyright,Object is missing a required field copyright
unused,7511,depth,"Object description has field depth, but that field was not selected for export"
unused,7511,height,"Object description has field height, but that field was not selected for export"
missing,7511,copyright,Object is missing a required field copyright
unused,6879,depth,"Object description has field depth, but that field was not selected for export"
unused,6879,height,"Object description has field height, but that field was not selected for export"
missing,6879,copyright,Object is missing a required field copyright
unused,7327,depth,"Object description has field depth, but that field was not selected for export"
unused,7327,height,"Object description has field height, but that field was not selected for export"
missing,7327,copyright,Object is missing a required field copyright
unused,7357,depth,"Object description has field depth, but that field was not selected for export"
unused,7357,height,"Object description has field height, but that field was not selected for export"
missing,7357,copyright,Object is missing a required field copyright
unused,7303,depth,"Object description has field depth, but that field was not selected for export"
unused,7303,height,"Object description has field height, but that field was not selected for export"
missing,7303,copyright,Object is missing a required field copyright
unused,6359,depth,"Object description has field depth, but that field was not selected for export"
missing,6359,copyright,Object is missing a required field copyright
missing,6359,bibliography1,Object is missing a required field bibliography1
unused,6863,depth,"Object description has field depth, but that field was not selected for export"
missing,6863,copyright,Object is missing a required field copyright
unused,7008,depth,"Object description has field depth, but that field was not selected for export"
missing,7008,copyright,Object is missing a required field copyright
unused,6533,depth,"Object description has field depth, but that field was not selected for export"
missing,6533,copyright,Object is missing a required field copyright
unused,7369,depth,"Object description has field depth, but that field was not selected for export"
unused,7369,height,"Object description has field height, but that field was not selected for export"
missing,7369,copyright,Object is missing a required field copyright
unused,6721,depth,"Object description has field depth, but that field was not selected for export"
unused,6721,height,"Object description has field height, but that field was not selected for export"
missing,6721,copyright,Object is missing a required field copyright
unused,6724,depth,"Object description has field depth, but that field was not selected for export"
unused,6724,height,"Object description has field height, but that field was not selected for export"
missing,6724,copyright,Object is missing a required field copyright
unused,6877,depth,"Object description has field depth, but that field was not selected for export"
unused,6877,height,"Object description has field height, but that field was not selected for export"
missing,6877,copyright,Object is missing a required field copyright
unused,6884,depth,"Object description has field depth, but that field was not selected for export"
unused,6884,height,"Object description has field height, but that field was not selected for export"
missing,6884,copyright,Object is missing a required field copyright
unused,6900,depth,"Object description has field depth, but that field was not selected for export"
unused,6900,height,"Object description has field height, but that field was not selected for export"
missing,6900,copyright,Object is missing a required field copyright
unused,6928,depth,"Object description has field depth, but that field was not selected for export"
unused,6928,height,"Object description has field height, but that field was not selected for export"
missing,6928,copyright,Object is missing a required field copyright
unused,7330,depth,"Object description has field depth, but that field was not selected for export"
unused,7330,height,"Object description has field height, but that field was not selected for export"
missing,7330,copyright,Object is missing a required field copyright
unused,7348,depth,"Object description has field depth, but that field was not selected for export"
unused,7348,height,"Object description has field height, but that field was not selected for export"
